Verkooporderregel artikel.Artikel.Artikelcode,Omschrijving_standaard_artikelen,Priority,ArticleType,Aantal_orders_5jr,Totale_kosten_5jr,Aantal_klantlocaties_5jr,Annual_Use,Annual_Use_genormaliseerd,Aandeel_pct,Cumulatief_pct,ABC_categorie,Aandeel,Cumulatief_aandeel,Totaal_orders_5jr,Gem_orders_per_klantlocatie_5jr,Max_orders_op_1_klantlocatie_5jr,Aantal_klantlocaties_met_orders_5jr,Incourant,Artikelcode,Standaard verkoopprijs,Engineering status,Hoofdleverancier.Relatie,Artikelgroep,Inkoopprijs (standaard),Hoofdleverancier.Levertijd,MTBF(years),Hoofdleverancier.Bestelhoeveelheid,Laatste_order_datum,Unnamed: 29
FES_525166,Solenoid valve 3/2 norm. open,2,Wear,6.0,304.06,5.0,60.812,12.1624,0.0024067640877801,99.62044376196488,C,2.406764087780137e-05,0.9962044376196488,6.0,1.2,2.0,5.0,Uitgeschakeld,FES_525166,73.74,Standard Approved,Festo B.V.,550-Valves," 36,87",0 dagen,8.0,1.0,2026-02-23,
CILDFESADN40-60,"Cylinder, compact",1,Critical,5.0,383.47,5.0,76.69399999999999,15.3388,0.003035327977179,99.41195986210003,C,3.035327977179007e-05,0.9941195986210004,5.0,1.0,1.0,5.0,Uitgeschakeld,CILDFESADN40-60,73.8,Standard Approved,Festo B.V.,510-Cylinder," 36,90",0 dagen,8.0,1.0,2026-04-14,
000518210,"Cylinder, standard",1,Critical,1.0,133.0,1.0,26.6,26.6,0.005263757542504,98.72108729625674,C,5.263757542504081e-05,0.9872108729625674,1.0,1.0,1.0,1.0,Uitgeschakeld,000518210,73.88,Custom Approved,Festo B.V.,510-Cylinder," 36,94",0 dagen,8.0,0.0,2025-09-24,
CILDFES32080NC#A,"Cylinder, standard",1,Critical,15.0,2175.71,14.0,435.142,31.08157142857143,0.0061505960917301,98.39235562172216,C,6.150596091730158e-05,0.9839235562172216,15.0,1.071428571428571,2.0,14.0,Uitgeschakeld,CILDFES32080NC#A,74.24,Standard Approved,Festo B.V.,510-Cylinder," 37,12",21 dagen,8.0,1.0,2026-03-09,
000506702,"Cylinder, compact",1,Critical,5.0,409.18,4.0,81.836,20.459,0.0040485419384244,99.0789710060038,C,4.048541938424474e-05,0.990789710060038,5.0,1.25,2.0,4.0,Uitgeschakeld,000506702,74.48,Custom Approved,Festo B.V.,510-Cylinder," 37,24",0 dagen,8.0,0.0,2026-03-06,
SCHPSIE3SE31801D,"Sensor, position",2,Critical,32.0,2550.65,28.0,510.13,18.21892857142857,0.0036052640106842,99.23734358147937,C,3.605264010684219e-05,0.9923734358147936,32.0,1.142857142857143,3.0,28.0,Uitgeschakeld,SCHPSIE3SE31801D,74.7,Standard Approved,Solar Nederland B.V.,660-Sensor and lighting," 37,35",21 dagen,10.0,1.0,2025-12-16,
000237430,"Cylinder, standard",1,Critical,6.0,416.98,6.0,83.396,13.89933333333333,0.0027504782206432,99.50498834750732,C,2.750478220643298e-05,0.9950498834750732,6.0,1.0,1.0,6.0,Uitgeschakeld,000237430,74.96,Standard Approved,Festo B.V.,510-Cylinder," 37,48",0 dagen,8.0,1.0,2025-12-15,
CILDFES32100NC#A,"Cylinder, standard",1,Critical,1.0,50.92,1.0,10.184,10.184,0.0020152671734158,99.72056097545811,C,2.015267173415848e-05,0.9972056097545812,1.0,1.0,1.0,1.0,Uitgeschakeld,CILDFES32100NC#A,74.96,Custom Approved,Festo B.V.,510-Cylinder," 37,48",21 dagen,8.0,1.0,2023-04-21,
SLANERI30ABRA355,Vacuum hose,2,Wear,2.0,363.46,2.0,72.692,36.346,0.0071923508135283,98.13068442065465,C,7.19235081352832e-05,0.9813068442065463,2.0,1.0,1.0,2.0,Uitgeschakeld,SLANERI30ABRA355,75.28,Custom Approved,THM Gaasbeek B.V.,560-Vacuum component," 37,64",0 dagen,1.0,1.0,2023-12-22,
000385892,Fotocel M18 conn.M12,2,Critical,11.0,814.37,8.0,162.874,20.35925,0.00402880284764,99.0910731881138,C,4.028802847640083e-05,0.990910731881138,11.0,1.375,4.0,8.0,Uitgeschakeld,000385892,75.44,Standard Approved,Omron Electronics B.V.,660-Sensor and lighting," 38,86",0 dagen,10.0,1.0,2026-04-22,
000272006,Photoelectric sensor,Onbekend,Onbekend,1.0,55.73,1.0,11.146,11.146,0.0022056331416823,99.68060511017566,C,2.205633141682349e-05,0.9968060511017568,1.0,1.0,1.0,1.0,Geselecteerd,000272006,75.52,Custom approved,Omron Electronics B.V.,660-Sensor and lighting," 37,76",0 dagen,10.0,1.0,2023-02-24,
000532092,Toothed belt endless,3,Wear,2.0,124.74,1.0,24.948,24.948,0.0049368504951275,98.8536367338871,C,4.936850495127512e-05,0.9885363673388712,2.0,2.0,2.0,1.0,Uitgeschakeld,000532092,75.58,Custom Approved,Ammertech B.V.,360-Drive belt," 37,79",0 dagen,3.0,0.0,2025-10-30,
000349700,Toothed belt endless,3,Wear,1.0,60.23,1.0,12.046,12.046,0.0023837302013911,99.62760999187633,C,2.383730201391134e-05,0.9962760999187632,1.0,1.0,1.0,1.0,Uitgeschakeld,000349700,75.7,Custom Approved Racupack,Ammertech B.V.,360-Drive belt," 37,85",0 dagen,3.0,1.0,2022-12-28,
CILDFES32125NC#A,"Cylinder, standard",1,Critical,22.0,1579.87,20.0,315.974,15.7987,0.0031263355746901,99.38744770880974,C,3.126335574690196e-05,0.9938744770880974,22.0,1.1,2.0,20.0,Uitgeschakeld,CILDFES32125NC#A,75.86,Standard Approved,Festo B.V.,510-Cylinder," 37,93",21 dagen,8.0,1.0,2026-04-23,
SCHVGUATROJAN53XP,Security switch,2,Critical,2.0,374.67,2.0,74.934,37.467,0.0074141805956767,98.07228382975872,C,7.414180595676707e-05,0.9807228382975872,2.0,1.0,1.0,2.0,Uitgeschakeld,SCHVGUATROJAN53XP,76.2,Standard approved,Routeco B.V.,660-Sensor and lighting," 38,10",8 dagen,10.0,1.0,2025-02-03,
SCHVSCHBNS3602Z#B,"Safety sensor, switch magnetic",1,Critical,10.0,682.54,8.0,136.508,17.0635,0.0033766213092676,99.29963076209896,C,3.376621309267608e-05,0.9929963076209896,10.0,1.25,3.0,8.0,Uitgeschakeld,SCHVSCHBNS3602Z#B,76.2,Custom Approved,Schmersal Nederland B.V.,660-Sensor and lighting," 38,10",25 dagen,10.0,5.0,2024-12-10,
RIETGAT-8MR30,Toothed belt open-ended,3,Wear,56.0,19126.86,42.0,3825.372,91.08028571428572,0.0180234789812781,91.44047236835408,B,0.0001802347898127,0.9144047236835408,56.0,1.333333333333333,4.0,42.0,Uitgeschakeld,RIETGAT-8MR30,76.51,Custom Approved,Eriks B.V.,360-Drive belt," 38,25",8 dagen,5.0,1.0,2026-05-01,
000281973,"Cylinder, compact with guide",1,Critical,6.0,394.89,3.0,78.978,26.326,0.0052095368821038,98.75772443823514,C,5.20953688210385e-05,0.9875772443823516,6.0,2.0,4.0,3.0,Uitgeschakeld,000281973,76.58,Custom Approved,Festo B.V.,510-Cylinder," 41,56",0 dagen,8.0,1.0,2025-12-15,
000480017,"Cylinder, round",1,Critical,6.0,558.51,2.0,111.702,55.851,0.0110521098686614,96.60734379313458,C,0.0001105210986866,0.9660734379313458,6.0,3.0,5.0,2.0,Uitgeschakeld,000480017,76.82,Custom Approved,Festo B.V.,510-Cylinder," 38,41",0 dagen,8.0,0.0,2026-02-19,
000303764,"Cylinder, round",1,Critical,20.0,1238.37,19.0,247.674,13.03547368421052,0.0025795328167434,99.5610796245463,C,2.579532816743482e-05,0.995610796245463,20.0,1.052631578947368,2.0,19.0,Uitgeschakeld,000303764,77.48,Standard Approved,Festo B.V.,510-Cylinder," 38,74",0 dagen,8.0,1.0,2026-01-23,
000309604,Toothed belt endless,3,Wear,1.0,68.8,1.0,13.76,13.76,0.0027229061573254,99.51318374755732,C,2.722906157325419e-05,0.9951318374755732,1.0,1.0,1.0,1.0,Uitgeschakeld,000309604,77.82,Custom Approved Racupack,Ammertech B.V.,360-Drive belt," 38,91",0 dagen,5.0,1.0,2023-10-25,
000448810,Toothed belt endless,3,Wear,1.0,62.32,1.0,12.464,12.464,0.0024664463913447,99.59617131523676,C,2.46644639134477e-05,0.9959617131523676,1.0,1.0,1.0,1.0,Geselecteerd,000448810,78.0,Custom Approved,Ammertech B.V.,360-Drive belt," 39,00",0 dagen,3.0,1.0,2021-10-01,
LEN_ERBM100R100W,Brake Resistor 100R 100W IP20,1,Critical,2.0,121.02,2.0,24.204,12.102,0.0023948117962174,99.6228385737611,C,2.394811796217458e-05,0.996228385737611,2.0,1.0,1.0,2.0,Uitgeschakeld,LEN_ERBM100R100W,78.18,Custom approved,Lenze B.V.,610-Motor control," 39,09",2 dagen,8.0,1.0,2023-08-18,
SCHVSCHBNS3602Z#A,Safety sensor,1,Critical,7.0,545.49,4.0,109.098,27.2745,0.0053972313944747,98.67841422087844,C,5.39723139447472e-05,0.9867841422087844,7.0,1.75,4.0,4.0,Uitgeschakeld,SCHVSCHBNS3602Z#A,78.4,Standard approved,Schmersal Nederland B.V.,660-Sensor and lighting," 39,20",0 dagen,10.0,1.0,2024-10-14,
000572769,Toothed belt endless,3,Wear,8.0,697.73,7.0,139.546,19.93514285714286,0.0039448781419241,99.13488759962276,C,3.944878141924138e-05,0.9913488759962276,8.0,1.142857142857143,2.0,7.0,Uitgeschakeld,000572769,78.46,Standard Approved,Ammertech B.V.,360-Drive belt," 38,45",0 dagen,3.0,0.0,2026-05-05,
CILDFES32200NC#A,"Cylinder, standard",1,Critical,7.0,479.07,7.0,95.814,13.68771428571428,0.0027086018537996,99.51589234941112,C,2.708601853799602e-05,0.9951589234941112,7.0,1.0,1.0,7.0,Uitgeschakeld,CILDFES32200NC#A,78.56,Standard Approved,Festo B.V.,510-Cylinder," 39,28",21 dagen,8.0,1.0,2026-04-23,
000323467,"Cylinder, stopper",1,Critical,1.0,74.07,1.0,14.814,14.814,0.0029314776028065,99.45373008686542,C,2.931477602806596e-05,0.9945373008686542,1.0,1.0,1.0,1.0,Uitgeschakeld,000323467,78.62,Custom Approved,Festo B.V.,510-Cylinder," 39,31",0 dagen,8.0,1.0,2021-09-29,
000326940,Air supply unit,1,Critical,2.0,142.27,2.0,28.454,14.227,0.002815318742752,99.49107146933494,C,2.815318742752089e-05,0.9949107146933496,2.0,1.0,1.0,2.0,Uitgeschakeld,000326940,79.48,Custom Approved,Festo B.V.,500-Air supply," 39,74",0 dagen,10.0,1.0,2025-10-13,
RIETGAT2600-8MR30,Gear belt,3,Wear,3.0,270.37,2.0,54.074,27.037,0.0053502335592737,98.69450093673946,C,5.350233559273791e-05,0.9869450093673946,3.0,1.5,2.0,2.0,Uitgeschakeld,RIETGAT2600-8MR30,79.5,Custom approved,Ammertech B.V.,360-Drive belt," 39,75",21 dagen,5.0,1.0,2025-03-04,
000229948,Solenoid valve 5/3 mid closed,2,Wear,49.0,5497.95,39.0,1099.59,28.19461538461538,0.0055793089995778,98.56846867582124,C,5.57930899957785e-05,0.9856846867582124,49.0,1.256410256410256,4.0,39.0,Uitgeschakeld,000229948,79.94,Standard Approved,Festo B.V.,550-Valves," 39,97",0 dagen,8.0,1.0,2026-02-11,
000341494,Toothed belt endless,3,Wear,17.0,1311.31,17.0,262.262,15.42717647058824,0.0030528164100225,99.39979006785416,C,3.052816410022568e-05,0.9939979006785415,17.0,1.0,1.0,17.0,Uitgeschakeld,000341494,79.94,Custom Approved,Ammertech B.V.,360-Drive belt," 40,31",0 dagen,5.0,1.0,2026-04-22,
000418604,Solenoid valve 5/3 mid exhaust,2,Wear,6.0,424.64,6.0,84.928,14.15466666666667,0.0028010050161014,99.4966761319768,C,2.80100501610142e-05,0.994966761319768,6.0,1.0,1.0,6.0,Uitgeschakeld,000418604,79.94,Standard Approved,Festo B.V.,550-Valves," 39,97",0 dagen,8.0,1.0,2026-02-11,
SCHPSIE3SE5413-CO,"Sensor, position",2,Critical,31.0,2539.57,27.0,507.914,18.81162962962963,0.0037225510281863,99.22277703710046,C,3.722551028186324e-05,0.9922277703710044,31.0,1.148148148148148,3.0,27.0,Uitgeschakeld,SCHPSIE3SE5413-CO,80.0,Standard Approved,Solar Nederland B.V.,660-Sensor and lighting," 41,00",0 dagen,10.0,1.0,2026-02-11,
000531577,"Cylinder, clamping module",1,Critical,2.0,213.35,2.0,42.67,21.335,0.0042218897432076,99.02097700319956,C,4.221889743207691e-05,0.9902097700319956,2.0,1.0,1.0,2.0,Uitgeschakeld,000531577,80.26,Custom Approved,Festo B.V.,510-Cylinder," 40,13",0 dagen,8.0,0.0,2025-12-16,
CILDFES32250NC#A,"Cylinder, standard",1,Critical,10.0,675.0600000000001,10.0,135.012,13.5012,0.002671693358378,99.52934359817492,C,2.671693358378049e-05,0.9952934359817494,10.0,1.0,1.0,10.0,Uitgeschakeld,CILDFES32250NC#A,80.34,Standard Approved,Festo B.V.,510-Cylinder," 40,17",21 dagen,8.0,1.0,2026-04-23,
000609439,"Cylinder, compact",1,Critical,1.0,71.82,1.0,14.364,14.364,0.0028424290729522,99.48260438646076,C,2.842429072952203e-05,0.9948260438646076,1.0,1.0,1.0,1.0,Uitgeschakeld,000609439,81.24,Custom Approved,Festo B.V.,510-Cylinder," 41,81",0 dagen,10.0,0.0,2023-02-03,
000643558,Toothed belt endless,3,Wear,1.0,81.5,1.0,16.3,16.3,0.0032255356369479,99.35561355933224,C,3.225535636947989e-05,0.9935561355933222,1.0,1.0,1.0,1.0,Uitgeschakeld,000643558,81.5,Custom Approved,Ammertech B.V.,360-Drive belt," 40,75",0 dagen,5.0,0.0,2026-03-09,
000281854,"Cylinder, standard",1,Critical,13.0,913.5,12.0,182.7,15.225,0.0030128085934069,99.41799675876732,C,3.012808593406941e-05,0.9941799675876732,13.0,1.083333333333333,2.0,12.0,Uitgeschakeld,000281854,81.62,Custom Approved Racupack,Festo B.V.,510-Cylinder," 40,81",0 dagen,8.0,1.0,2026-04-22,
CILDFES32300NC#A,"Cylinder, standard",1,Critical,2.0,126.34,2.0,25.268,12.634,0.0025000869470675,99.57883795221387,C,2.50008694706754e-05,0.9957883795221388,2.0,1.0,1.0,2.0,Uitgeschakeld,CILDFES32300NC#A,82.14,Standard Approved,Festo B.V.,510-Cylinder," 41,07",21 dagen,8.0,1.0,2023-11-02,
000250706,"Cable, motor",3,Critical,45.0,3883.07,38.0,776.6139999999999,20.43721052631579,0.0040442301148736,99.08301523611868,C,4.044230114873629e-05,0.9908301523611868,45.0,1.184210526315789,3.0,38.0,Uitgeschakeld,000250706,82.24,Standard Approved,Linak Actuator-Systems B.V.,330-Linear motion," 41,12",0 dagen,10.0,1.0,2026-04-22,
BEVCNORQM19202527,"Cylinder mounting, swivel",1,Critical,1.0,277.68,1.0,55.536,55.536,0.0109897758977634,96.6403973567794,C,0.0001098977589776,0.966403973567794,1.0,1.0,1.0,1.0,Uitgeschakeld,BEVCNORQM19202527,82.44,Custom Approved,Norgren B.V.,520-Cylinder mounting," 41,22",25 dagen,10.0,1.0,2022-08-23,
000306381,Solenoid valve 5/3 mid closed,2,Wear,5.0,540.3,4.0,108.06,27.015,0.005345880075592,98.70519606094622,C,5.34588007559202e-05,0.9870519606094622,5.0,1.25,2.0,4.0,Uitgeschakeld,000306381,82.46,Standard Approved,Festo B.V.,550-Valves," 41,23",0 dagen,8.0,1.0,2026-02-06,
CILDFES032320DSBC,"Cylinder, standard",1,Critical,3.0,227.25,3.0,45.45,15.15,0.0029979671717645,99.43301561785069,C,2.997967171764543e-05,0.9943301561785068,3.0,1.0,1.0,3.0,Uitgeschakeld,CILDFES032320DSBC,82.84,Standard Approved,Festo B.V.,510-Cylinder," 41,42",0 dagen,8.0,1.0,2025-11-19,
000348460,"Cylinder, compact",1,Critical,2.0,125.83,1.0,25.166,25.166,0.0049799895607014,98.8288209534348,C,4.979989560701418e-05,0.9882882095343478,2.0,2.0,2.0,1.0,Uitgeschakeld,000348460,82.9,Custom Approved Racupack,Festo B.V.,510-Cylinder," 41,45",0 dagen,8.0,1.0,2025-03-06,
000404791,"Cylinder, compact",1,Critical,1.0,60.33,1.0,12.066,12.066,0.0023876879138291,99.62522626167492,C,2.387687913829107e-05,0.9962522626167492,1.0,1.0,1.0,1.0,Uitgeschakeld,000404791,83.12,Custom Approved,Festo B.V.,510-Cylinder," 42,78",0 dagen,8.0,1.0,2023-04-12,
000875284,"Cylinder, compact",1,Critical,1.0,83.16,1.0,16.632,16.632,0.0032912336634183,99.32626857276588,C,3.291233663418341e-05,0.9932626857276586,1.0,1.0,1.0,1.0,Uitgeschakeld,000875284,83.16,Custom Approved,Festo B.V.,510-Cylinder," 41,58",0 dagen,8.0,0.0,2026-05-04,
000431772,"Cylinder, compact",1,Critical,5.0,443.47,4.0,88.694,22.1735,0.0043878168371697,98.96048365834622,C,4.387816837169709e-05,0.9896048365834622,5.0,1.25,2.0,4.0,Uitgeschakeld,000431772,83.26,Custom Approved,Festo B.V.,510-Cylinder," 41,63",0 dagen,8.0,1.0,2026-01-26,
CILDFES25025ADNS2,"Cylinder, compact",1,Critical,6.0,459.82,3.0,91.964,30.65466666666667,0.0060661177774291,98.422800456575,C,6.06611777742914e-05,0.98422800456575,6.0,2.0,3.0,3.0,Uitgeschakeld,CILDFES25025ADNS2,83.7,Custom Approved,Festo B.V.,510-Cylinder," 41,85",0 dagen,8.0,1.0,2025-12-15,
CILDNOR20025RM#A,"Cylinder, round",1,Critical,1.0,71.36,1.0,14.272,14.272,0.0028242235957375,99.4882561505922,C,2.824223595737528e-05,0.994882561505922,1.0,1.0,1.0,1.0,Uitgeschakeld,CILDNOR20025RM#A,84.4,Custom Approved,Norgren B.V.,510-Cylinder," 42,20",25 dagen,8.0,1.0,2025-01-17,
000288450,Toothed belt endless,3,Wear,4.0,288.82,4.0,57.764,14.441,0.0028576662658383,99.47976195738782,C,2.857666265838399e-05,0.9947976195738782,4.0,1.0,1.0,4.0,Uitgeschakeld,000288450,84.46,Custom Approved Racupack,Ammertech B.V.,360-Drive belt," 42,23",0 dagen,3.0,1.0,2025-01-31,
VENMFESMN1H5/2FR,Solenoid valve 5 /2 monostable,2,Wear,9.0,926.59,8.0,185.318,23.16475,0.0045839709598767,98.92474732160554,C,4.583970959876745e-05,0.9892474732160554,9.0,1.125,2.0,8.0,Uitgeschakeld,VENMFESMN1H5/2FR,84.62,Standard Approved,Festo B.V.,550-Valves," 42,31",25 dagen,8.0,1.0,2026-02-11,
CILDFES032075ADN,"Cylinder, compact",1,Critical,6.0,664.98,6.0,132.996,22.166,0.0043863326950054,98.96486999104124,C,4.386332695005469e-05,0.9896486999104124,6.0,1.0,1.0,6.0,Uitgeschakeld,CILDFES032075ADN,85.14,Standard Approved,Festo B.V.,510-Cylinder," 42,57",0 dagen,8.0,1.0,2024-08-05,
000283227,"Cylinder, standard",1,Critical,12.0,848.71,9.0,169.742,18.86022222222222,0.0037321668035911,99.21533001482064,C,3.732166803591177e-05,0.9921533001482064,12.0,1.333333333333333,2.0,9.0,Uitgeschakeld,000283227,85.2,Standard Approved,Festo B.V.,510-Cylinder," 42,60",0 dagen,8.0,1.0,2025-09-24,
CYLIDA-00000019,"Cylinder, stopper",1,Critical,3.0,487.88,3.0,97.576,32.52533333333333,0.0064362958141275,98.34198771428372,C,6.436295814127546e-05,0.9834198771428372,3.0,1.0,1.0,3.0,Uitgeschakeld,CYLIDA-00000019,85.54,Custom Approved,Festo B.V.,510-Cylinder," 42,77",0 dagen,8.0,1.0,2024-06-21,
000272255,"Cylinder, compact",1,Critical,4.0,379.69,4.0,75.938,18.9845,0.0037567595889349,99.19662150795764,C,3.756759588934914e-05,0.9919662150795764,4.0,1.0,1.0,4.0,Uitgeschakeld,000272255,85.6,Custom Approved,Festo B.V.,510-Cylinder," 42,80",0 dagen,8.0,1.0,2026-02-11,
NID_DBR-135R-100W,Brake resistor 135R 100W IP54,1,Critical,13.0,1014.44,12.0,202.888,16.90733333333333,0.0033457181713144,99.31306947810673,C,3.345718171314436e-05,0.9931306947810672,13.0,1.083333333333333,2.0,12.0,Uitgeschakeld,NID_DBR-135R-100W,86.0,Custom Approved,Nidec Netherlands B.V.,610-Motor control," 43,00",0 dagen,8.0,0.0,2026-04-23,
NID_DBR-270R-100W,Brake resistor 270R 100W IP54,1,Critical,10.0,792.58,10.0,158.516,15.8516,0.0031368037240886,99.38432137323504,C,3.136803724088635e-05,0.9938432137323504,10.0,1.0,1.0,10.0,Uitgeschakeld,NID_DBR-270R-100W,86.0,Standard Approved,Nidec Netherlands B.V.,610-Motor control," 43,00",0 dagen,8.0,0.0,2026-04-23,
000455258,Toothed belt endless,3,Wear,12.0,1556.08,12.0,311.216,25.93466666666667,0.0051320976420675,98.77315453408475,C,5.132097642067513e-05,0.9877315453408476,12.0,1.0,1.0,12.0,Uitgeschakeld,000455258,86.04,Custom Approved,Ammertech B.V.,360-Drive belt," 39,81",0 dagen,3.0,1.0,2026-04-22,
CILDFES40125NC#A,"Cylinder, standard",1,Critical,7.0,578.62,7.0,115.724,16.532,0.0032714451012284,99.3393821890816,C,3.271445101228476e-05,0.993393821890816,7.0,1.0,1.0,7.0,Uitgeschakeld,CILDFES40125NC#A,86.4,Standard Approved,Festo B.V.,510-Cylinder," 43,20",21 dagen,8.0,1.0,2024-10-03,
OMR_E3FB-BP21,"Photocell, retro-reflective",2,Critical,8.0,1384.86,8.0,276.972,34.6215,0.0068510970585641,98.25576196795416,C,6.8510970585641e-05,0.9825576196795416,8.0,1.0,1.0,8.0,Uitgeschakeld,OMR_E3FB-BP21,86.8,Standard Approved,Omron Electronics B.V.,660-Sensor and lighting," 44,72",0 dagen,10.0,1.0,2026-04-22,
000572321,"Cylinder, compact",1,Critical,1.0,64.59,1.0,12.918,12.918,0.0025562864636867,99.56620901775152,C,2.556286463686757e-05,0.9956620901775152,1.0,1.0,1.0,1.0,Uitgeschakeld,000572321,87.74,Custom Approved,Festo B.V.,510-Cylinder," 43,87",0 dagen,8.0,0.0,2023-08-07,
000462589,"Cylinder, compact with guide",1,Critical,1.0,145.11,1.0,29.022,29.022,0.0057430365187426,98.54595538736125,C,5.743036518742611e-05,0.9854595538736124,1.0,1.0,1.0,1.0,Uitgeschakeld,000462589,87.82,Custom Approved,Festo B.V.,510-Cylinder," 43,91",0 dagen,8.0,1.0,2021-06-23,
000314474,"Cylinder, compact with guide",1,Critical,8.0,766.23,7.0,153.246,21.89228571428572,0.0043321685733543,98.99536125363024,C,4.332168573354353e-05,0.9899536125363024,8.0,1.142857142857143,2.0,7.0,Uitgeschakeld,000314474,88.1,Custom Approved Racupack,Festo B.V.,510-Cylinder," 44,05",0 dagen,8.0,1.0,2026-03-26,
000405389,"Cylinder, standard",1,Critical,1.0,123.62,1.0,24.724,24.724,0.0048925241158222,98.8683562579864,C,4.892524115822215e-05,0.988683562579864,1.0,1.0,1.0,1.0,Uitgeschakeld,000405389,88.62,Custom Approved,Festo B.V.,510-Cylinder," 44,31",0 dagen,8.0,1.0,2022-12-30,
000656820,Solenoid valve 5/3 mid closed,2,Wear,1.0,75.95,1.0,15.19,15.19,0.0030058825966404,99.42401089858804,C,3.005882596640489e-05,0.9942401089858806,1.0,1.0,1.0,1.0,Uitgeschakeld,000656820,88.62,Custom Approved,Festo B.V.,550-Valves," 44,31",0 dagen,10.0,0.0,2024-02-05,
CILDFES32500NC#A,"Cylinder, standard",1,Critical,16.0,1417.41,15.0,283.482,18.8988,0.0037398007911382,99.2078582055344,C,3.7398007911382e-05,0.992078582055344,16.0,1.066666666666667,2.0,15.0,Uitgeschakeld,CILDFES32500NC#A,89.3,Standard Approved,Festo B.V.,510-Cylinder," 44,65",21 dagen,8.0,1.0,2026-04-14,
CILDFES40200NC#A,"Cylinder, standard",1,Critical,6.0,689.63,6.0,137.926,22.98766666666667,0.0045489287143321,98.92929625031988,C,4.548928714332192e-05,0.9892929625031988,6.0,1.0,1.0,6.0,Uitgeschakeld,CILDFES40200NC#A,90.0,Custom Approved,Festo B.V.,510-Cylinder," 45,00",21 dagen,8.0,1.0,2025-12-15,
VENMFESMS1H-3-2#A,Solenoid valve 3/2 norm. closed,2,Wear,17.0,2122.82,14.0,424.564,30.326,0.0060010793696984,98.44087803371606,C,6.00107936969845e-05,0.9844087803371606,17.0,1.214285714285714,3.0,14.0,Uitgeschakeld,VENMFESMS1H-3-2#A,90.54,Standard Approved,Festo B.V.,550-Valves," 45,27",10 dagen,8.0,1.0,2026-03-09,
SENSROPE-00000004,Trekkoord 20m,Onbekend,Onbekend,1.0,78.24,1.0,15.648,15.648,0.00309651421147,99.39364706957258,C,3.09651421147007e-05,0.9939364706957258,1.0,1.0,1.0,1.0,Uitgeschakeld,SENSROPE-00000004,90.72,Custom Approved,Schmersal Nederland B.V.,660-Sensor and lighting," 45,36",0 dagen,10.0,1.0,2025-01-17,
000828709,"Bearing, flange",3,Wear,3.0,3786.82,2.0,757.3639999999999,378.682,0.0749357230718244,53.99475824507032,A,0.0007493572307182,0.5399475824507032,3.0,1.5,2.0,2.0,Uitgeschakeld,000828709,90.98,Custom Approved,Dertec B.V.,"400-Bearing, Rotery motion, rolling"," 45,49",0 dagen,5.0,0.0,2026-03-11,
FES_P53CTQ8U1R8L,5/3ventiel geslotenmiddenstand,2,Wear,1.0,80.5,1.0,16.1,16.1,0.0031859585125682,99.37804264954406,C,3.18595851256826e-05,0.9937804264954406,1.0,1.0,1.0,1.0,Uitgeschakeld,FES_P53CTQ8U1R8L,91.06,Standard approved,Festo B.V.,550-Valves," 45,53",0 dagen,8.0,1.0,2024-12-06,
000237797,"Cylinder, compact with guide",1,Critical,1.0,81.98,1.0,16.396,16.396,0.0032445326566502,99.34915101069224,C,3.24453265665026e-05,0.9934915101069224,1.0,1.0,1.0,1.0,Uitgeschakeld,000237797,91.08,Custom Approved,Festo B.V.,510-Cylinder," 45,54",0 dagen,8.0,0.0,2025-09-24,
SCHVSCHBNS26002ZL,"Safety sensor, switch magnet",1,Critical,117.0,18898.4,79.0,3779.68,47.8440506329114,0.0094676497136441,97.31678175507112,C,9.467649713644156e-05,0.9731678175507112,117.0,1.481012658227848,5.0,79.0,Uitgeschakeld,SCHVSCHBNS26002ZL,91.5,Standard Approved,Schmersal Nederland B.V.,660-Sensor and lighting," 47,05",10 dagen,10.0,150.0,2026-04-23,
SCHVSCHBNS260-02Z,"Safety sensor, switch magnet",1,Critical,117.0,18794.96,88.0,3758.992,42.71581818181818,0.0084528462458187,97.68317640659016,C,8.452846245818737e-05,0.9768317640659016,117.0,1.329545454545455,7.0,88.0,Uitgeschakeld,SCHVSCHBNS260-02Z,91.5,Standard Approved,Schmersal Nederland B.V.,660-Sensor and lighting," 47,05",10 dagen,10.0,125.0,2026-05-04,
